vol.	page	parva	adhy.	from v.	to v.	ipage	
5	635	12	239	19	21	99b	
5	635	12	240	1	7	99b	
5	636	12	240	8	14	100a	
5	637	12	240	15	26	100b	
5	638	12	240	27	34	101a	
5	638	12	241	1	1	101a	
5	639	12	241	2	11	101b	
5	640	12	241	12	24	102a	
5	641	12	241	25	35	102b	
5	642	12	241	36	36	103a	
5	642	12	242	1	12	103a	
5	643	12	242	13	19	103b	
5	644	12	242	20	20	104a	
5	644	12	243	1	8	104a	
5	645	12	243	9	27	104b	
5	646	12	243	28	30	105a	
5	646	12	244	1	16	105a	
5	647	12	244	17	29	105b	
5	647	12	245	1	2	105b	
5	648	12	245	3	22	106a	
5	649	12	245	23	31	106b	
5	650	12	246	1	15	107a	
5	651	12	246	16	25	107b	
5	652	12	246	26	30	108a	
5	653	12	246	31	35	108b	
5	654	12	246	36	36	109a	
5	654	12	247	1	8	109a	
5	655	12	247	9	23	109b	
5	656	12	248	1	12	110a	
5	657	12	248	13	25	110b	
5	658	12	248A	1	10	111a	
5	659	12	248A	11	12	111b	
5	660	12	248A	13	24	112a	
5	660	12	249	1	2	112a	
5	661	12	249	3	13	112b	
5	662	12	249	14	14	113a	
5	662	12	250	1	16	113a	
5	663	12	250	17	25	113b	
5	663	12	251	1	2	113b	
5	664	12	251	3	15	114a	
5	665	12	251	16	24	114b	
5	665	12	252	1	1	114b	
5	666	12	252	2	9	115a	
5	667	12	252	10	12	115b	
5	667	12	253	1	6	115b	
5	668	12	253	7	15	116a	
5	669	12	254	1	11	116b	
5	670	12	254	12	14	117a	
5	670	12	255	1	3	117a	
5	671	12	255	4	11	117b	
5	672	12	255	12	13	118a	
5	672	12	256	1	6	118a	
5	673	12	256	7	21	118b	
5	673	12	257	1	5	118b	
5	674	12	257	6	22	119a	
5	674	12	258	1	1	119a	
5	675	12	258	2	25	119b	
5	676	12	258	26	39	120a	
5	677	12	258	40	42	120b	
5	677	12	259	1	8	120b	
5	678	12	259	9	25	121a	
5	679	12	259	26	27	121b	
5	679	12	260	1	9	121b	
5	680	12	260	10	19	122a	
5	681	12	260	20	20	122b	
5	681	12	261	1	18	122b	
5	682	12	261	19	42	123a	
5	683	12	261	43	51	123b	
5	683	12	262	1	8	123b	
5	684	12	262	9	20	124a	
5	685	12	262	21	34	124b	
5	686	12	262	35	48	125a	
5	687	12	262	49	55	125b	
5	687	12	263	1	5	125b	
5	688	12	263	6	11	126a	
5	689	12	263	12	19	126b	
5	690	12	263	20	28	127a	
5	691	12	263	29	37	127b	
5	692	12	263	38	42	128a	
5	692	12	264	1	2	128a	
5	693	12	264	3	17	128b	
5	694	12	264	18	23	129a	
5	694	12	265	1	4	129a	
5	695	12	265	5	11	129b	
5	696	12	265	12	14	130a	
5	696	12	266	1	12	130a	
5	697	12	266	13	31	130b	
5	698	12	266	32	40	131a	
5	699	12	266	41	53	131b	
5	700	12	266	54	77	132a	
5	701	12	266	78	78	132b	
5	701	12	267	1	12	132b	
5	702	12	267	13	25	133a	
5	703	12	267	26	36	133b	
5	703	12	268	1	1	133b	
5	704	12	268	2	13	134a	
5	705	12	268	14	17	134b	
5	706	12	268	18	27	135a	
5	707	12	268	28	39	135b	
5	708	12	268	40	40	136a	
5	708	12	269	1	1	136a	
5	709	12	269	2	11	136b	
5	710	12	269	12	19	137a	
5	711	12	269	20	26	137b	
5	712	12	269	27	39	138a	
5	713	12	269	40	44	138b	
5	714	12	269	45	52	139a	
5	715	12	269	53	66	139b	
5	716	12	269	67	68	140a	
5	716	12	270	1	7	140a	
5	717	12	270	8	22	140b	
5	718	12	270	23	29	141a	
5	719	12	270	30	41	141b	
5	720	12	270	42	46	142a	
5	721	12	270	47	47	142b	
5	721	12	271	1	15	142b	
5	722	12	271	16	35	143a	
5	723	12	271	36	56	143b	
5	724	12	272	1	12	144a	
5	725	12	272	13	20	144b	
5	725	12	273	1	4	144b	
5	726	12	273	5	23	145a	
5	727	12	273	24	24	145b	
5	727	12	274	1	9	145b	
5	728	12	274	10	19	146a	
5	728	12	275	1	2	146a	
5	729	12	275	3	6	146b	
5	730	12	275	7	10	147a	
5	731	12	275	11	22	147b	
5	732	12	275	23	28	148a	
5	733	12	275	29	34	148b	
5	734	12	275	35	38	149a	
5	734	12	276	1	9	149a	
5	735	12	276	10	14	149b	
5	735	12	277	1	12	149b	
5	736	12	277	13	37	150a	
5	737	12	277	38	39	150b	
5	737	12	278	1	11	150b	
5	738	12	278	12	22	151a	
5	738	12	279	1	2	151a	
5	739	12	279	3	10	151b	
5	740	12	279	11	21	152a	
5	741	12	279	22	30	152b	
5	742	12	279	31	34	153a	
5	742	12	280	1	9	153a	
5	743	12	280	10	20	153b	
5	744	12	280	21	29	154a	
5	745	12	280	30	33	154b	
5	746	12	280	34	39	155a	
5	747	12	280	40	45	155b	
5	748	12	280	46	48	156a	
5	749	12	280	49	52	156b	
5	750	12	280	53	60	157a	
5	751	12	280	61	64	157b	
5	752	12	280	65	70	158a	
5	752	12	281	1	10	158a	
5	753	12	281	11	35	158b	
5	754	12	281	36	44	159a	
5	754	12	282	1	13	159a	
5	755	12	282	14	37	159b	
5	756	12	282	38	61	160a	
5	757	12	282	62	65	160b	
5	757	12	283	1	18	160b	
5	758	12	283	19	43	161a	
5	759	12	283	44	63	161b	
5	760	12	284	1	19	162a	
5	761	12	284	20	42	162b	
5	762	12	284	43	68	163a	
5	763	12	284	69	74	163b	
5	764	12	284	75	84	164a	
5	765	12	284	85	97	164b	
5	766	12	284	98	106	165a	
5	767	12	284	107	121	165b	
5	768	12	284	122	137	166a	
5	769	12	284	138	144	166b	
5	770	12	284	145	154	167a	
5	771	12	284	155	164	167b	
5	772	12	284	165	173	168a	
5	773	12	284	174	189	168b	
5	774	12	284	190	194	169a	
5	775	12	284	195	208	169b	
5	776	12	285	1	12	170a	
5	777	12	285	13	28	170b	
5	778	12	285	29	42	171a	
5	779	12	285	43	46	171b	
5	779	12	286	1	7	171b	
5	780	12	286	8	17	172a	
5	781	12	286	18	21	172b	
5	781	12	287	1	1	172b	
5	782	12	287	2	8	173a	
5	783	12	287	9	22	173b	
5	784	12	287	23	40	174a	
5	785	12	287	41	59	174b	
5	786	12	288	1	16	175a	
5	787	12	288	17	30	175b	
5	788	12	288	31	47	176a	
5	789	12	289	1	17	176b	
5	790	12	289	18	35	177a	
5	791	12	289	36	38	177b	
5	791	12	290	1	10	177b	
5	792	12	290	11	16	178a	
5	793	12	290	17	26	178b	
5	794	12	291	1	10	179a	
5	795	12	291	11	23	179b	
5	796	12	292	1	12	180a	
5	797	12	292	13	23	180b	
5	797	12	293	1	2	180b	
5	798	12	293	3	20	181a	
5	799	12	293	21	21	181b	
5	799	12	294	1	14	181b	
5	800	12	294	15	22	182a	
5	801	12	294	23	31	182b	
5	801	12	295	1	6	182b	
5	802	12	295	7	22	183a	
5	803	12	295	23	36	183b	
5	804	12	295	37	39	184a	
5	804	12	296	1	11	184a	
5	805	12	296	12	27	184b	
5	806	12	296	28	39	185a	
5	807	12	297	1	10	185b	
5	808	12	297	11	16	186a	
5	809	12	297	17	28	186b	
5	810	12	297	29	41	187a	
5	810	12	298	1	1	187a	
5	811	12	298	2	16	187b	
5	812	12	298	17	27	188a	
5	813	12	298	28	42	188b	
5	814	12	298	43	47	189a	
5	814	12	299	1	6	189a	
5	815	12	299	7	20	189b	
5	816	12	299	21	36	190a	
5	817	12	299	37	45	190b	
5	817	12	300	1	2	190b	
5	818	12	300	3	6	191a	
5	819	12	300	7	14	191b	
5	820	12	300	15	32	192a	
5	821	12	300	33	45	192b	
5	822	12	300	46	60	193a	
5	823	12	300	61	62	193b	
5	823	12	301	1	4	193b	
5	824	12	301	4	16	194a	
5	825	12	301	17	24	194b	
5	826	12	301	25	43	195a	
5	827	12	301	44	62	195b	
5	828	12	301	63	75	196a	
5	829	12	301	76	85	196b	
5	830	12	301	86	93	197a	
5	831	12	301	94	105	197b	
5	832	12	301	106	115	198a	
5	833	12	301	116	116	198b	
5	833	12	302	1	12	198b	
5	834	12	302	13	22	199a	
5	835	12	302	23	35	199b	
5	836	12	302	36	44	200a	
5	837	12	302	45	49	200b	
5	837	12	303	1	9	200b	
5	838	12	303	10	29	201a	
5	839	12	303	30	48	201b	
5	840	12	303	49	54	202a	
5	840	12	304	1	6	202a	
5	841	12	304	7	11	202b	
5	841	12	305	1	3	202b	
5	842	12	305	4	16	203a	
5	843	12	305	17	24	203b	
5	844	12	305	24	28	204a	
5	845	12	305	29	35	204b	
5	846	12	305	36	39	205a	
5	846	12	306	1	1	205a	
5	847	12	306	2	7	205b	
5	848	12	306	8	9	206a	
5	849	12	306	10	16	206b	
5	850	12	306	17	29	207a	
5	851	12	306	30	40	207b	
5	852	12	306	41	46	208a	
5	853	12	306	47	50	208b	
5	853	12	307	1	3	208b	
5	854	12	307	4	12	209a	
5	855	12	307	13	21	209b	
5	856	12	307	22	35	210a	
5	857	12	307	36	45	210b	
5	858	12	307	46	48	211a	
5	859	12	308	1	8	211b	
5	860	12	308	9	20	212a	
5	861	12	308	21	35	212b	
5	862	12	308	36	51	213a	
5	863	12	309	1	20	213b	
5	864	12	309	21	25	214a	
5	864	12	310	1	7	214a	
5	865	12	310	8	18	214b	
5	866	12	310	19	26	215a	
5	866	12	311	1	1	215a	
5	867	12	311	2	17	215b	
5	868	12	311	18	21	216a	
5	868	12	312	1	14	216a	
5	869	12	312	15	17	216b	
5	869	12	313	1	14	216b	
5	870	12	313	15	28	217a	
5	870	12	314	1	2	217a	
5	871	12	314	3	16	217b	
5	872	12	314	17	18	218a	
5	872	12	315	1	6	218a	
5	873	12	315	7	19	218b	
5	874	12	315	20	20	219a	
5	874	12	316	1	8	219a	
5	875	12	316	9	10	219b	
5	876	12	316	11	21	220a	
5	877	12	316	22	27	220b	
5	877	12	317	1	10	220b	
5	878	12	317	11	21	221a	
5	878	12	318	1	5	221a	
5	879	12	318	6	27	221b	
5	880	12	318	28	28	222a	
5	881	12	318	29	29	222b	
5	882	12	318	30	30	223a	
5	883	12	318	31	40	223b	
5	884	12	318	41	44	224a	
5	885	12	318	45	47	224b	
5	886	12	318	48	62	225a	
5	887	12	318	63	79	225b	
5	888	12	318	80	94	226a	
5	889	12	318	95	112	226b	
5	890	12	319	1	15	227a	
5	890	12	320	1	3	227a	
5	891	12	320	4	17	227b	
5	892	12	320	18	31	228a	
5	893	12	320	32	44	228b	
5	894	12	320	45	60	229a	
5	895	12	320	61	78	229b	
5	896	12	320	79	85	230a	
5	897	12	320	86	86	230b	
5	898	12	320	87	88	231a	
5	899	12	320	89	96	231b	
5	900	12	320	97	105	232a	
5	901	12	320	106	113	232b	
5	902	12	320	114	127	233a	
5	903	12	320	128	146	233b	
5	904	12	320	147	164	234a	
5	905	12	320	165	181	234b	
5	906	12	320	182	190	235a	
5	906	12	321	1	2	235a	
5	907	12	321	3	18	235b	
5	908	12	321	19	31	236a	
5	909	12	321	32	52	236b	
5	910	12	321	53	68	237a	
5	911	12	321	69	87	237b	
5	912	12	321	88	94	238a	
5	912	12	322	1	13	238a	
5	913	12	322	14	20	238b	
5	913	12	323	1	15	238b	
5	914	12	323	16	29	239a	
5	914	12	324	1	6	239a	
5	915	12	324	7	27	239b	
5	916	12	325	1	22	240a	
5	917	12	325	23	43	240b	
5	918	12	325	45	45	241a	
5	918	12	326	1	18	241a	
5	919	12	326	19	32	241b	
5	920	12	326	33	51	242a	
5	920	12	327	1	1	242a	
5	921	12	327	2	26	242b	
5	922	12	327	27	50	243a	
5	923	12	327	51	53	243b	
5	923	12	328	1	19	243b	
5	924	12	328	20	32	244a	
5	925	12	328	33	43	244b	
5	926	12	328	44	55	245a	
5	927	12	328	56	57	245b	
5	927	12	329	1	15	245b	
5	928	12	329	16	37	246a	
5	929	12	329	38	58	246b	
5	930	12	329	59	59	247a	
5	930	12	330	1	20	247a	
5	931	12	330	21	30	247b	
5	931	12	331	1	10	247b	
5	932	12	331	11	29	248a	
5	933	12	331	30	52	248b	
5	934	12	331	53	65	249a	
5	934	12	332	1	3	249a	
5	935	12	332	4	26	249b	
5	936	12	332	27	31	250a	
5	936	12	333	1	12	250a	
5	937	12	333	13	32	250b	
5	938	12	333	33	42	251a	
5	938	12	334	1	8	251a	
5	939	12	334	9	26	251b	
5	940	12	334	27	34	252a	
5	941	12	334	35	45	252b	
5	941	12	335	1	3	252b	
5	942	12	335	4	15	253a	
5	943	12	335	16	35	253b	
5	944	12	335	36	55	254a	
5	944	12	336	1	3	254a	
5	945	12	336	4	25	254b	
5	946	12	336	26	48	255a	
5	947	12	336	49	65	255b	
5	947	12	337	1	3	255b	
5	948	12	337	4	18	256a	
5	949	12	337	19	40	256b	
5	950	12	337	41	41	257a	
5	950	12	338	1	4a	257a	
5	951	12	338	4b	4b	257b	
5	952	12	338	4c	4c	258a	
5	953	12	339	1	22	258b	
5	954	12	339	23	37	259a	
5	955	12	339	38	51	259b	
5	956	12	339	52	76	260a	
5	957	12	339	77	101	260b	
5	958	12	339	102	123	261a	
5	959	12	339	124	140	261b	
5	959	12	340	1	5	261b	
5	960	12	340	6	27	262a	
5	961	12	340	28	48	262b	
5	962	12	340	49	71	263a	
5	963	12	340	72	92	263b	
5	964	12	340	93	114	264a	
5	965	12	340	115	119	264b	
5	965	12	341	1	13	264b	
5	966	12	341	14	34	265a	
5	967	12	341	35	44	265b	
5	968	12	341	45	59	266a	
5	969	12	342	1	8	266b	
5	970	12	342	9	20	267a	
5	971	12	342	21	33	267b	
5	972	12	342	34	47	268a	
5	973	12	342	48	52	268b	
5	974	12	342	53	59	269a	
5	975	12	342	60	73	269b	
5	976	12	342	74	88	270a	
5	977	12	342	89	106	270b	
5	978	12	342	107	129	271a	
5	979	12	342	130	141	271b	
5	979	12	343	1	9	271b	
5	980	12	343	10	34	272a	
5	981	12	343	35	58	272b	
5	982	12	343	59	67	273a	
5	982	12	344	1	7	273a	
5	983	12	344	8	27	273b	
5	983	12	345	1	1	273b	
5	984	12	345	2	20	274a	
5	985	12	345	21	28	274b	
5	985	12	346	1	13	274b	
5	986	12	346	14	22	275a	
5	986	12	347	1	5	275a	
5	987	12	347	6	23	275b	
5	988	12	347	24	41	276a	
5	989	12	347	42	59	276b	
5	990	12	347	60	82	277a	
5	991	12	347	83	96	277b	
5	991	12	348	1	4	277b	
5	992	12	348	5	16	278a	
5	993	12	348	17	36	278b	
5	994	12	348	37	55	279a	
5	995	12	348	56	75	279b	
5	996	12	348	76	88	280a	
5	997	12	349	1	18	280b	
5	998	12	349	19	43	281a	
5	999	12	349	44	63	281b	
5	1000	12	349	64	74	282a	
5	1000	12	350	1	1	282a	
5	1001	12	350	2	14	282b	
5	1002	12	350	15	27	283a	
5	1002	12	351	1	2	283a	
5	1003	12	351	3	11	283b	
5	1004	12	351	12	20	284a	
5	1005	12	351	21	23	284b	
5	1005	12	352	1	2	284b	
5	1006	12	352	3	11	285a	
5	1006	12	353	1	9	285a	
5	1007	12	354	1	16	285b	
5	1008	12	355	1	11	286a	
5	1008	12	356	1	9	286a	
5	1009	12	356	10	11	286b	
5	1009	12	357	1	13	286b	
5	1009	12	358	1	5	286b	
5	1010	12	358	6	13	287a	
5	1010	12	359	1	13	287a	
5	1011	12	359	14	16	287b	
5	1011	12	360	1	13	287b	
5	1012	12	360	14	20	288a	
5	1012	12	361	1	12	288a	
5	1013	12	361	13	16	288b	
5	1013	12	362	1	13	288b	
5	1014	12	362	14	18	289a	
5	1014	12	363	1	6	289a	
5	1014	12	364	1	5	289a	
5	1015	12	364	6	10	289b	
5	1015	12	365	1	5	289b	
5	1016	12	365	6	9	290a	
5	1017	---	---	---	---	---	parvan ends
