=======================================================
cvc  headwords (consonant-vowel-consonant
format: bbline\tmetaline
358: YES these are root entries; add √ markup before ¦
     251 of these in the pwkvn section
155: NO  these are not root entries (at end of this file)
=======================================================
YES *{#kap#}¦ <ab>v. l.</ab> für {#krap#}.	<L>24149<pc>2-014-a<k1>kap<k2>*kap
YES <hom>1.</hom> {#kar#}¦ mit {#anvava#}, lies {%mit Etwas%} (<ab>Instr.</ab>) {%über Etwas%} (<ab>Acc.</ab>) {%entlang fahren%}. — Mit {#paryA#} auch {%umgiessen%} <ls>MAITR. S. 1,8,3 (119,1)</ls>. — Mit {#vi, vikfta#} auch {%gefärbt%} <ls>PĀR. GṚHY. 2,7,17</ls>. — <ab>Desid.</ab> {#vicikIrzita#} {%mit dem man eine Veränderung vorzunehmen wünscht%} <ls>BHĀG. P. 11,29,34</ls>.<info n="sup_5"/>	<L>207003<pc>5-251-c<k1>kar<k2>1. kar
YES <hom>2.</hom> {#kal#}¦ S. 32, Sp. 1, Z. 2 <ab>v. u.</ab> lies <ls>120,24</ls> <ab>st.</ab> <ls>120,14</ls>.<info n="sup_5"/>	<L>207016<pc>5-251-c<k1>kal<k2>2. kal
YES <hom>1.</hom> {#kas#}¦ Z. 2 vom Ende, lies <ls>PRASANNAR.</ls><info n="sup_5"/>	<L>207027<pc>5-251-c<k1>kas<k2>1. kas
YES {#gam#}¦ mit {#aBi#} <ab>Caus.</ab> auch {%zukommen lassen%} <ls>SĀY.</ls> zu <ls>ṚV. 9,1,4</ls>. — Mit {#nis#} <ab>Caus.</ab> auch {%verlieren, einbüssen%} <ls>CAMPAKA 396</ls>. <ls n="CAMPAKA">484</ls>.<info n="sup_5"/>	<L>207157<pc>5-253-b<k1>gam<k2>gam
YES <hom>3.</hom> {#gar#}¦ mit {#ud#}, <ls>HARṢAC. (1936) 367,19</ls> liest {#sa rAjako jajAgAra#}.<info n="sup_5"/>	<L>207160<pc>5-253-b<k1>gar<k2>3. gar
YES {#Guw#}¦ mit {#vyA#}, {#°Guwantu#} <ls>HEM. PAR. 1,327</ls>. {#°juGuwus#} <ls n="HEM. PAR. 1,">326</ls>. {#°Guwya#} <ls n="HEM. PAR.">2,240</ls>.<info n="sup_5"/>	<L>207217<pc>5-254-a<k1>Guw<k2>Guw
YES <hom>1.</hom> {#Guz#}¦ mit {#A#} 1〉 mit <ab>Acc.</ab> oder <ab>Gen.</ab> (<ls>ṚV. 8,64,4</ls>).<info n="sup_5"/>	<L>207218<pc>5-254-a<k1>Guz<k2>1. Guz
YES {#car#}¦ mit {#anvaByava#} {%heranschleichen%} <ls>MAITR. S. 1,10,20 (160,17)</ls>.<info n="sup_5"/>	<L>207234<pc>5-254-a<k1>car<k2>car
YES {#cuw#}¦, {#cowayati#} mit {#A#} {%kratzen%} <ls>SADUKTIK. 2,414</ls>. <ls n="SADUKTIK.">5,13</ls>. <ls n="SADUKTIK. 5,">27</ls>.<info n="sup_5"/>	<L>207254<pc>5-254-b<k1>cuw<k2>cuw
YES {#cUz#}¦ mit {#nis#} <ab>Caus.</ab> {%aussaugen%} <ls><ab>Comm.</ab> zu ĀPAST. ŚR. 13,17,6</ls>.<info n="sup_5"/>	<L>207258<pc>5-254-b<k1>cUz<k2>cUz
YES {#Cuw#}¦ <ab>Caus.</ab> {#Cowita#} {%abgeschnitten%} <ls>UTTAMAC. 316</ls>.<info n="sup_5"/>	<L>207266<pc>5-254-b<k1>Cuw<k2>Cuw
YES {#jan#}¦, {#nirjAta#} (mit {#niryAta#} wechselnd) bedeutet {%vollkommen vertraut mit,%} steht also richtig nach.<info n="sup_5"/>	<L>207268<pc>5-254-b<k1>jan<k2>jan
YES {#wal#}¦, <ab>Caus.</ab> {#wAlayati#} {%verhindern, vereiteln%} <ls>CAMPAKA 108</ls>.<info n="sup_5"/>	<L>207315<pc>5-255-a<k1>wal<k2>wal
YES <hom>1.</hom> {#tar#}¦ mit {#ava#} Z. 2, lies {#avatI/ryatI#}. — Mit {#samava, °tIrRa#} {%abgestiegen%} <ls>DAŚAK. 46,18</ls>. — Mit {#ud#} <ab>Caus.</ab> 4〉 Nägel {%abnehmen,%} so <ab>v. a.</ab> {%beschneiden%} <ls>HEM. PAR. 1,185</ls>.<info n="sup_5"/>	<L>207339<pc>5-255-b<k1>tar<k2>1. tar
YES <hom>3.</hom> {#tuj#}¦ {%Sohn%} <ls>BHADRAB. 1,101</ls>.<info n="sup_5"/>	<L>207363<pc>5-255-c<k1>tuj<k2>3. tuj
YES <hom>1.</hom> {#daB#}¦ mit {#upa#} {%Jmd%} (<ab>Gen.</ab>) {%zum Schaden gereichen%}. {#na ma idamupadamBizak#} <ls>ĀPAST. ŚR. 13,7,13</ls>. Zur Form <ab>vgl.</ab> <ls>Ind. St. 4</ls>. <ls n="Ind. St.">412</ls>.<info n="sup_5"/>	<L>207395<pc>5-256-a<k1>daB<k2>1. daB
YES <hom>3.</hom> {#dAS#}¦, {#dA/Sati#} = <hom>1.</hom> {#dAs#}. Mit {#A#} {%verfolgen%} (= <hom>1.</hom> {#dAs#} mit {#aBi#}) <ls>ṚV. 6,16,31</ls>.<info n="sup_5"/>	<L>207417<pc>5-256-a<k1>dAS<k2>3. dAS
YES {#din#}¦, {#dinati#} {%zum Tage werden%} <ls>KĀVYAPR. 270,5</ls>.<info n="sup_5"/>	<L>207422<pc>5-256-b<k1>din<k2>din
YES <hom>1.</hom> {#Dar#}¦ mit {#saMpra#}, {#°DArita#} {%getragen,%} so <ab>v. a.</ab> {%empfunden%} (Schmerz) <ls>HEM. PAR. 2,14</ls>.<info n="sup_5"/>	<L>207480<pc>5-256-c<k1>Dar<k2>1. Dar
YES {#naw#}¦, {#nawita#} wohl so <ab>v. a.</ab> {%überdrüssig;%} mit <ab>Instr.</ab> <ls>HEM. PAR. 1,172</ls>. <ab>Vgl.</ab> <ls>HĀLA, S. 27</ls>. — Mit {#vi, °nawita#} {%hinundher tanzend, — schwärmend%} (von Bienen) <ls>VĀSAV. 180,3</ls>. <ab>Vgl.</ab> {#vinawana#}.<info n="sup_5"/>	<L>207518<pc>5-257-b<k1>naw<k2>naw
YES {#nad#}¦ mit {#aBivi#} {%ein lautes Geschrei erheben%}.<info n="sup_5"/>	<L>207519<pc>5-257-b<k1>nad<k2>nad
YES {#nam#}¦ mit {#vipari#} <ab>Caus.</ab> {#°RAmayate#} <ls>ŚAṂK.</ls> zu <ls>CHĀND. UP. 6,8,3</ls>.<info n="sup_5"/>	<L>207527<pc>5-257-b<k1>nam<k2>nam
YES {#paw#}¦ mit {#vi#} {%ausreissen, fliehen%} <ls>ŚIŚ. 19,56</ls>.<info n="sup_5"/>	<L>207658<pc>5-258-c<k1>paw<k2>paw
YES <hom>1.</hom> {#pat#}¦ mit {#aByud#} <ab>Caus.</ab> {%auffliegen machen zu%} (<ab>Acc.</ab>) <ls>ŚAT. BR. 1,8,2,14</ls>. — Mit {#aBisam#} 1〉 {%hinfliegen, hineilen zu, stürzen auf%} (<ab>Acc.</ab>) — 2〉 {%einherfliegen%}.<info n="sup_5"/>	<L>207665<pc>5-258-c<k1>pat<k2>1. pat
YES <hom>1.</hom> {#pad#}¦ mit {#viprati#}, {#°panna#} 1〉 auch {%nicht übereinstimmend, einen Widerspruch enthaltend%} <ls>ṚV. PRĀT. 17,13</ls>.<info n="sup_5"/>	<L>207672<pc>5-258-c<k1>pad<k2>1. pad
YES <hom>2.</hom> {#par#}¦ mit {#ava#} <ab>Caus.</ab> {%hinüberführen, erretten%} <ls>SĀY.</ls> zu <ls>ṚV. 10,39,6</ls>.<info n="sup_5"/>	<L>207681<pc>5-259-a<k1>par<k2>2. par
YES {#pIq#}¦ mit {#ud#} <ab>Caus.</ab> {#utpIqitataram#} <lex>Adv.</lex> {%heftig andrückend%} (umarmen) <ls>DAŚAK. 47,5</ls>.<info n="sup_5"/>	<L>207776<pc>5-260-a<k1>pIq<k2>pIq
YES <hom>1.</hom> {#bAD#}¦, <ab>Desid.</ab> {#bibADizate#} {%verjagen wollen%} <ls><ab>Comm.</ab> zu ĀPAST. ŚR. 14,7,3</ls>.<info n="sup_5"/>	<L>207927<pc>5-261-c<k1>bAD<k2>1. bAD
YES {#Bal#}¦ mit {#nis#} <ab>Caus.</ab> <ls>SADUKTIK. 4,183</ls>.<info n="sup_5"/>	<L>207978<pc>5-262-a<k1>Bal<k2>Bal
YES <hom>1.</hom> {#Bid#}¦ 7〉 mit {#antar#} {%Verrath schmieden%} <ls>DAŚAK. 19,8</ls>.<info n="sup_5"/>	<L>207994<pc>5-262-b<k1>Bid<k2>1. Bid
YES <hom>3.</hom> {#Buj#}¦ mit {#upa#} <ab>Desid.</ab> {%zu geniessen%} (ehelich) {%Willens sein%} <ls>HEM. PAR. 1,380</ls>.<info n="sup_5"/>	<L>208003<pc>5-262-b<k1>Buj<k2>3. Buj
YES {#mIl#}¦ mit {#A#} <ab>Caus.</ab> {#cEtanyam#} {%das Herz verschliessen,%} so <ab>v. a.</ab> {%ganz in Beschlag nehmen%} <ls>MAHĀVĪRAC. 29,16</ls>.<info n="sup_5"/>	<L>208111<pc>5-263-c<k1>mIl<k2>mIl
YES {#riB#}¦ bedeutet <ls>TS. 7,1,1,3</ls> (<ab>vgl.</ab> <ls>MAITR. S. 1,8,2 [117,8. 9]</ls>) und <ls>AIT. BR. 1,25,15</ls>. <ls n="AIT. BR.">6,32,8</ls> {%glänzen;%} <ab>vgl.</ab> <ls>Ind. St. 16,32</ls>.<info n="sup_5"/>	<L>208159<pc>5-264-b<k1>riB<k2>riB
YES <hom>2.</hom> {#ruD#}¦ 14〉 {#priyaM jYAtiM runDyAt#} <ls>ĀPAST. ŚR. 8,6,22</ls>.<info n="sup_5"/>	<L>208162<pc>5-264-c<k1>ruD<k2>2. ruD
YES <hom>1.</hom> {#lih#}¦ mit {#ni#}, {#°nilIQa#} {%aufgeleckt,%} so <ab>v. a.</ab> {%ergriffen —, übermannt von%} (Schlaf) <ls>DAŚAK. 5,15</ls>.<info n="sup_5"/>	<L>208174<pc>5-264-c<k1>lih<k2>1. lih
YES {#kaw#}¦ <ab>vgl.</ab> {#prakaway#}.<info n="sup_6"/>	<L>208742<pc>6-299-b<k1>kaw<k2>kaw
YES {#kan#}¦ auch {%glänzen%} <ls>ŚIŚ. 19,72</ls>.<info n="sup_6"/>	<L>208755<pc>6-299-c<k1>kan<k2>kan
YES <hom>1.</hom> {#kar#}¦ mit {#sam#}, <ab>Partic.</ab> {#saMskfta/#}, nach <ls>VS. PRĀT.</ls> auch {#saM/skfta#}.<info n="sup_6"/>	<L>208768<pc>6-299-c<k1>kar<k2>1. kar
YES <hom>3.</hom> {#kar#}¦ mit {#aBipra#} {%hinstreuen auf Etwas%} <ls><ab>Comm.</ab> zu ĀPAST. ŚR. 15,15,1</ls>.<info n="sup_6"/>	<L>208769<pc>6-299-c<k1>kar<k2>3. kar
YES {#kuc#}¦ mit {#vyA#}, *{#vyAkuYcita#} {%gebogen%} <ls>HALĀY. 4,11</ls>.<info n="sup_6"/>	<L>208816<pc>6-300-b<k1>kuc<k2>kuc
YES <hom>1.</hom> {#gar#}¦ mit {#aBiprati#} bedeutet <ls>TS. 3,2,9,5</ls> und <ls>ĀPAST. ŚR. 14,32,6</ls> {%als Antwortsruf etwas zu viel rufen%}.<info n="sup_6"/>	<L>208872<pc>6-300-c<k1>gar<k2>1. gar
YES <hom>1.</hom> {#Cid#}¦, {#CindatprARi#} (<ab>Nomin.</ab>) {%ein grasfressendes Thier%} <ls>ĀPAST. ŚR. 9,13,1</ls>. <ls n="ĀPAST. ŚR. 9,">16,8</ls>.<info n="sup_6"/>	<L>208921<pc>6-301-b<k1>Cid<k2>1. Cid
YES {#daG#}¦ mit {#prati#} {%Jmd%} (<ab>Acc.</ab>) {%wehe thun,%} wenn <ls>VASIṢṬHA 1,23</ls> {#pratidaGnuyAt#} gelesen werden darf.<info n="sup_6"/>	<L>208977<pc>6-302-a<k1>daG<k2>daG
YES {#dal#}¦, {#dalita#} auch {%zerrieben%} <ls>ŚIŚ. 6,35</ls>.<info n="sup_6"/>	<L>208981<pc>6-302-a<k1>dal<k2>dal
YES {#nuq#}¦, {#vinuqya#} <ls>ŚĀṄKH. ŚR. 17,12,1</ls> wohl fehlerhaft für {#vinudya#}, wie eben daselbst {#saMtfqya#} für {#saMtfdya#}.<info n="sup_6"/>	<L>209069<pc>6-303-a<k1>nuq<k2>nuq
YES <hom>1.</hom> {#ned#}¦ mit {#ati#} und {#pra#} <ls>J. A. O. S. 11, CXVII.</ls><info n="sup_6"/>	<L>209072<pc>6-303-a<k1>ned<k2>1. ned
YES {#paw#}¦ auch {%reissend sein, stark strömen%} <ls>ŚIŚ. 6,72</ls>.<info n="sup_6"/>	<L>209080<pc>6-303-a<k1>paw<k2>paw
YES <hom>1.</hom> {#pad#}¦ mit {#sam#} auch {%sich einverstanden erklären mit Jmd%} (<ab>Acc.</ab>) <ls>VASIṢṬHA 17,35</ls>, wo {#saMpede#} <ab>st.</ab> {#saMpade#} zu lesen ist.<info n="sup_6"/>	<L>209083<pc>6-303-a<k1>pad<k2>1. pad
YES {#man#}¦ mit {#anu#}, {#anumata#} <lex>m.</lex> {%Geliebter%} <ls>ŚIŚ. 6,65</ls>.<info n="sup_6"/>	<L>209238<pc>6-305-a<k1>man<k2>man
YES {#raj#}¦ (<ab>Caus.</ab> 3), {#rajita#} {%angelockt%} (Wild) <ls>ŚIŚ. 6,9</ls>.<info n="sup_6"/>	<L>209304<pc>6-305-c<k1>raj<k2>raj
YES {#riB#}¦, {#reBamARa#} {%brüllend%} (Kuh) <ls>MBH. 4,53,25</ls>. <ab>Vgl.</ab> {#reB#}.<info n="sup_6"/>	<L>209314<pc>6-305-c<k1>riB<k2>riB
YES {#laq#}¦, {#laqati#} auch {%zärtlich thun, schmeicheln%} (von einem Hunde gesagt) <ls>ALAṂKĀRAR. 61,b.</ls> <ab>Vgl.</ab> {#lal#}.<info n="sup_6"/>	<L>209322<pc>6-306-a<k1>laq<k2>laq
YES {#las#}¦ mit {#ud#}, {#ullasita#} auch so <ab>v. a.</ab> {%aus der Scheide gezogen%} <ls>ŚIŚ. 6,51</ls>.<info n="sup_6"/>	<L>209324<pc>6-306-a<k1>las<k2>las
YES {#lip#}¦ mit {#prati#} {%zuschmieren, festschmieren%} <ls><ab>Comm.</ab> zu ĀPAST. ŚR. 14,26,2</ls>.<info n="sup_6"/>	<L>209326<pc>6-306-a<k1>lip<k2>lip
YES {#lul#}¦ mit {#vyA#} in {#vyAlolana#}.<info n="sup_6"/>	<L>209327<pc>6-306-a<k1>lul<k2>lul
YES <hom>1.</hom> {#vac#}¦ mit {#paripra#} bedeutet {%Jmd%} (<ab>Acc.</ab>) {%mit einer Mittheilung zuvorkommen;%} <ab>s.</ab> <ls>J. A. O. S. Procc. Oct. 1885, XXVI. fg.</ls><info n="sup_6"/>	<L>209334<pc>6-306-a<k1>vac<k2>1. vac
YES <hom>2.</hom> {#vas#}¦ mit {#aBivi#} <ls>ĀPAST. ŚR. 14,23,12</ls>.<info n="sup_6"/>	<L>209350<pc>6-306-b<k1>vas<k2>2. vas
YES <hom>5.</hom> {#vas#}¦ mit {#vi#} 6〉a〉 lies = 5〉b〉 und füge <ls>VASIṢṬHA 27,17</ls> hinzu.<info n="sup_6"/>	<L>209351<pc>6-306-b<k1>vas<k2>5. vas
YES {#kaw#}¦ II. 6.<info n="sup_7"/>	<L>215624<pc>7-328-d<k1>kaw<k2>kaw
YES {#kan#}¦ II. 6.<info n="sup_7"/>	<L>215690<pc>7-329-b<k1>kan<k2>kan
YES <hom>3.</hom> {#kar#}¦ mit {#aBipra#} 6. — Mit {#avasam, °avasaMkIrRa#} {%überschüttet mit, voll von%} <ls>R. ed. Bomb. 4,8,15</ls>.<info n="sup_7"/>	<L>215750<pc>7-329-d<k1>kar<k2>3. kar
YES <hom>2.</hom> {#kal#}¦ II. 4. 5. — Mit {#anu, °kalita#} {%wahrgenommen%} <ls>DHARMAŚARMĀBHY. 13,64</ls>. — Mit {#samA#} {%prüfen, untersuchen%} <ls>PĀRV. 579,23</ls>.<info n="sup_7"/>	<L>215847<pc>7-330-c<k1>kal<k2>2. kal
YES <hom>3.</hom> {#kal#}¦ mit {#prati#} {%hetzen, verfolgen%} <ls>R. ed. Bomb. 4,46,3</ls>.<info n="sup_7"/>	<L>215848<pc>7-330-c<k1>kal<k2>3. kal
YES {#kaz#}¦ mit {#ni#} II. {%kratzen, reiben%} <ls>CARAKA 421,8</ls>.<info n="sup_7"/>	<L>215923<pc>7-331-a<k1>kaz<k2>kaz
YES <hom>1.</hom> {#kas#}¦ II. 5. — Mit {#nis#} <ab>Caus.</ab> II. 3.<info n="sup_7"/>	<L>215926<pc>7-331-a<k1>kas<k2>1. kas
YES {#kAS#}¦ mit {#nis#} <ab>Caus.</ab> II. 2. 3. — Mit {#sam#} <ab>Caus.</ab> auch {%genau betrachten lassen, zeigen%} <ls>ĀPAST. GṚHYAS. 6,6</ls>.<info n="sup_7"/>	<L>216082<pc>7-332-b<k1>kAS<k2>kAS
YES {#kuc#}¦ mit {#vyA#} II. 6. — Mit {#sam#} II. {%vor Etwas%} (<ab>Abl.</ab>) {%zurückschrecken%} <ls>JĀTAKAM. 4</ls>.<info n="sup_7"/>	<L>216152<pc>7-332-d<k1>kuc<k2>kuc
YES <hom>4.</hom> {#kuw#}¦ = {#kuww#}. *Mit {#A#} <ab>Caus.</ab> {#Akowayati#} {%klopfen%} (ein gewaschenes Kleid) <ls>MAHĀVY. 281,60</ls>. <ab>Vgl.</ab> {#kowanaka#}.<info n="sup_7"/>	<L>216157<pc>7-332-d<k1>kuw<k2>4. kuw
YES <hom>1.</hom> {#kup#}¦ mit {#ud#} <ab>Caus.</ab> und {#kupaWita#} 3.<info n="sup_7"/>	<L>216193<pc>7-333-a<k1>kup<k2>1. kup
YES {#kuz#}¦ mit {#anu#} II. 2.<info n="sup_7"/>	<L>216264<pc>7-333-c<k1>kuz<k2>kuz
YES <hom>2.</hom> {#kUq#}¦ II. 2. — Mit {#ni#} 2.<info n="sup_7"/>	<L>216291<pc>7-333-d<k1>kUq<k2>2. kUq
YES {#kUR#}¦ mit {#ni#} und {#vi#} II. 2.<info n="sup_7"/>	<L>216292<pc>7-333-d<k1>kUR<k2>kUR
YES <hom>1.</hom> {#gad#}¦ mit {#ni#} II. {#nigadita#} {%berühmt in, — wegen%} (<ab>Loc.</ab>) <ls>R. ed. Bomb. 4,5,3</ls>. = {#prerita#} (<ab>sc.</ab> {#pitrA#}) <ab>Comm.</ab> — Mit {#pari#} II. 4.<info n="sup_7"/>	<L>216760<pc>7-337-b<k1>gad<k2>1. gad
YES {#gam#}¦ mit {#aBi#} <ab>Caus.</ab> II. 5. — Mit {#A#} II. {#Agamya#} <ab>Absol.</ab> so <ab>v. a.</ab> {%für, behufs;%} mit <ab>Acc.</ab> <ls>DIVYĀVAD. 95,10</ls>. mit <ab>Gen.</ab> <ls n="DIVYĀVAD.">405,10</ls>. — Mit {#aByud#} II. 3. — Mit {#nis#} <ab>Caus.</ab> II. 5. — Mit {#upanis#} {%hinausgehen zu%} (<ab>Acc.</ab>) <ls>JĀTAKAM. 31</ls>.<info n="sup_7"/>	<L>216783<pc>7-337-c<k1>gam<k2>gam
YES <hom>1.</hom> {#gar#}¦ II. {#gIrRa/#} <ls>ṚV. 10,88,2</ls>. — Mit {#aBiprati#} II. 6.<info n="sup_7"/>	<L>216790<pc>7-337-c<k1>gar<k2>1. gar
YES <hom>2.</hom> {#gar#}¦ mit {#api#} {%hinunterschlucken%} <ls>ĀPAST. ŚR. 3,19,7</ls>. — Mit {#ud#} II. {#udgIrRa#} {%abgeworfen%} ({#aSvapfzWAt#}) <ls>JĀTAKAM. 25,2</ls>. — Mit {#prod#} 4. {#prodgIrRa#} {%aus sich entlassen, ausgegossen%} <ls>DIVYĀVAD. 589,1</ls>. — Mit {#vini#} 4.<info n="sup_7"/>	<L>216791<pc>7-337-c<k1>gar<k2>2. gar
YES <hom>3.</hom> {#gar#}¦ mit {#ud#} II. 5.<info n="sup_7"/>	<L>216792<pc>7-337-c<k1>gar<k2>3. gar
YES <hom>6.</hom> {#gar#}¦ 2.<info n="sup_7"/>	<L>216793<pc>7-337-c<k1>gar<k2>6. gar
YES <hom>1.</hom> {#gal#}¦ mit {#vinis#} 3.<info n="sup_7"/>	<L>216820<pc>7-337-d<k1>gal<k2>1. gal
YES {#gAh#}¦ mit {#pari#} 4. — Mit {#pra#} II. 4. — Mit {#mam#} II. <ls>Festgr. 13,35</ls>.<info n="sup_7"/>	<L>216857<pc>7-338-a<k1>gAh<k2>gAh
YES <hom>1.</hom> {#gup#}¦ mit {#ni#} {%verbergen%} <ls>KIR. 6,38</ls>. <ls n="KIR.">15,19</ls>. — Mit {#vi#} <ab>Desid.</ab> II. {%Jmd%} (<ab>Acc.</ab>) {%tadeln%} <ls>JĀTAKAM. 23,23</ls>. {%sich tadelnd äussern%} <ls n="JĀTAKAM.">26</ls>.<info n="sup_7"/>	<L>216893<pc>7-338-c<k1>gup<k2>1. gup
YES {#guP#}¦ II. vor {#guPita#} ist das *zu streichen.<info n="sup_7"/>	<L>216896<pc>7-338-c<k1>guP<k2>guP
YES {#gur#}¦ mit {#A#} II. {#AgUrRa#} {%unter Drohungen aufgehoben%} ({#paraSvaDa#}) <ls>JĀTAKAM. 9,40</ls>.<info n="sup_7"/>	<L>216900<pc>7-338-c<k1>gur<k2>gur
YES <hom>1.</hom> {#guh#}¦ II. Z. 6 lies *{#juGukzati#}. — Mit {#ni#} auch {%sich verstecken, — verbergen%}. {#nigUhitum#} <ls>R. ed. Bomb. 3,62,4</ls>.<info n="sup_7"/>	<L>216908<pc>7-338-c<k1>guh<k2>1. guh
YES {#Gaw#}¦ mit {#pravi#} 3. — <ab>Caus.</ab> 3.<info n="sup_7"/>	<L>217063<pc>7-339-d<k1>Gaw<k2>Gaw
YES <hom>1.</hom> {#Gar#}¦ mit {#aByA#} 2.<info n="sup_7"/>	<L>217075<pc>7-339-d<k1>Gar<k2>1. Gar
YES {#Gas#}¦ II. {#aGat#} <ls>ŚĀṄKH. ŚR. 6,1,5</ls>. — <ab>Desid.</ab> II. *{#jiGatsita#} (so zu lesen) {%hungrig%} <ls>MAHĀVY. 245,922</ls>.<info n="sup_7"/>	<L>217082<pc>7-339-d<k1>Gas<k2>Gas
YES {#Guw#}¦ mit {#vyA#} II. 5.<info n="sup_7"/>	<L>217088<pc>7-339-d<k1>Guw<k2>Guw
YES <hom>1.</hom> {#Guz#}¦ mit {#A#} II. 5. — Mit {#ud#} II. 3.<info n="sup_7"/>	<L>217089<pc>7-339-d<k1>Guz<k2>1. Guz
YES {#cat#}¦ II. Z. 2 lies {#catta/#}. <ab>Vgl.</ab> <ls>Ind. St. 17,283</ls>.<info n="sup_7"/>	<L>217146<pc>7-340-b<k1>cat<k2>cat
YES {#can#}¦ II. {#ca/nati#} ({#hiMsArTa#}) <ls>DHĀTUP. 1,840</ls>.<info n="sup_7"/>	<L>217197<pc>7-340-c<k1>can<k2>can
YES {#car#}¦ mit {#saha#} {%gehen mit,%} so <ab>v. a.</ab> {%übereinstimmen mit, ähnlich sein%} <ls>BĀLAR. 130,19</ls>. — Mit {#anvaByava#} 5. — Mit {#upa#} II. *{#°upacarita#} {%angenehm berührt —, sich angezogen fühlend durch%} <ls>MAHĀVY. 10,29</ls>. — Mit {#pari#} II. {#°cIrRa#} {%fein bedient%} <ls>DIVYĀVAD. 421,20</ls>. — <ab>Caus.</ab> = <ab>Simpl.</ab> mit {#pari#} 2〉 <ls>MAHĀVY. 245,943</ls>. <ls>DIVYĀVAD. 1,6</ls>. — Mit {#anupari#} 2.<info n="sup_7"/>	<L>217227<pc>7-340-d<k1>car<k2>car
YES {#cuw#}¦ mit {#A#} 5.<info n="sup_7"/>	<L>217344<pc>7-341-d<k1>cuw<k2>cuw
YES {#cud#}¦ mit {#prati#} <ab>Caus.</ab> II. {%zurückfordern%} <ls>JĀTAKAM. 29,20</ls>.<info n="sup_7"/>	<L>217345<pc>7-341-d<k1>cud<k2>cud
YES {#cUz#}¦ mit {#nis#} <ab>Caus.</ab> 5.<info n="sup_7"/>	<L>217363<pc>7-342-a<k1>cUz<k2>cUz
YES <hom>1.</hom> {#Cad#}¦ mit {#pratisam#}, {#°pratisaMCanna#} {%bedeckt mit%} <ls>R. ed. Bomb. 4,1,21</ls>.<info n="sup_7"/>	<L>217397<pc>7-342-b<k1>Cad<k2>1. Cad
YES <hom>1.</hom> {#Cid#}¦ II. 6. Auch {%lösen, entscheiden%} (einen Zweifel) <ls>MBH. 1,71,17</ls>. — Mit {#vipra#} 4.<info n="sup_7"/>	<L>217423<pc>7-342-c<k1>Cid<k2>1. Cid
YES {#Cur#}¦ <ab>Caus.</ab> II. {%weg —, fortwerfen%} <ls>MAHĀVY. 263,72</ls>. <ls>DIVYĀVAD. 82,23</ls>. {#Curita = Cinna#} <ls>PRIYAD. 10,2</ls>. — Mit {#A#} II. {#AcCurita = Curita#} (im Haupttheil) <ls>JĀTAKAM. 14,8</ls>. {%abgesetzt, niedergelegt%} <ls n="JĀTAKAM. 14,">7</ls>.<info n="sup_7"/>	<L>217429<pc>7-342-c<k1>Cur<k2>Cur
YES {#jan#}¦ II. 2. {#jajYivAn#} {%lebte auf, wurde wieder lebendig%} <ls>MBH. 8,33,31</ls>. — Mit {#ava, °jAta = apajAta#} {%missrathen%} <ls>DIVYĀVAD. 2,13</ls>. — Mit {#pratyA#} II. 3. — Mit {#nis#} 3. 5. — Mit {#pra#} II. 4. — Mit {#parivi#} 4.<info n="sup_7"/>	<L>217452<pc>7-342-d<k1>jan<k2>jan
YES {#jIv#}¦ mit {#aDi#} <ab>Caus.</ab> {%beleben%} <ls>DHARMAŚARM. 15,1</ls>. — Mit {#aBi#} {%glücklicher im Leben sich befinden als%} (<ab>Abl.</ab>) <ls>R. ed. Bomb. 3,34,19</ls>.<info n="sup_7"/>	<L>217572<pc>7-343-c<k1>jIv<k2>jIv
YES {#wal#}¦ <ab>Caus.</ab> und {#wAparagrAma#} 5.<info n="sup_7"/>	<L>217658<pc>7-344-b<k1>wal<k2>wal
YES {#tak#}¦ II. 1〉 lies {#takta/#}.<info n="sup_7"/>	<L>217671<pc>7-344-c<k1>tak<k2>tak
YES <hom>1.</hom> {#tan#}¦ mit {#samA#} III. {#°tata#} {%ganz ausgestreckt%} <ls>JĀTAKAM. 27,23</ls>. — Mit {#pra#} III. 4. — Mit {#pravi#} III. {%sich weit verbreiten über%} (<ab>Acc.</ab>) <ls>JĀTAKAM. 10,26</ls>.<info n="sup_7"/>	<L>217715<pc>7-344-d<k1>tan<k2>1. tan
YES <hom>1.</hom> {#tap#}¦ mit {#aBi#} <ab>Caus.</ab> III. 3.<info n="sup_7"/>	<L>217736<pc>7-345-a<k1>tap<k2>1. tap
YES <hom>3.</hom> {#tap#}¦ <ab>vgl.</ab> {#tapa#} 1〉d〉.<info n="sup_7"/>	<L>217737<pc>7-345-a<k1>tap<k2>3. tap
YES <hom>1.</hom> {#tar#}¦ mit {#ava#} III. 5. — Mit {#samava#} 5. — Mit {#ud#} <ab>Caus.</ab> III. 5. — Mit {#vyud#} <ab>Caus.</ab> 3. — Mit {#pratinis#} {%vollbringen, ausführen%} <ls>DIVYĀVAD. 102,14</ls>. — Mit {#pra#} III. {%vermögen, können;%} mit <ab>Infin.</ab> <ls>JĀTAKAM. 27,14</ls>.<info n="sup_7"/>	<L>217757<pc>7-345-a<k1>tar<k2>1. tar
